customer_id,dataset,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,churned,tenure_group
1970-KKFWL,train,Female,0,False,False,35,True,True,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),23.3,797.1,No,0,25-36
6960-HVYXR,train,Female,0,False,False,1,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,76.0,76.0,Yes,1,0-12
9337-SRRNI,train,Male,0,False,True,66,True,True,No,No,No,No,No,No,No,Two year,True,Credit card (automatic),25.3,1673.8,No,0,61-72
0895-UADGO,train,Male,0,False,True,8,False,No,DSL,True,False,False,True,False,True,Two year,True,Mailed check,44.55,343.45,No,0,0-12
5678-VFNEQ,train,Female,0,True,False,71,True,True,Fiber optic,True,False,True,False,True,True,One year,True,Credit card (automatic),104.1,7412.25,No,0,61-72
5977-CKHON,train,Female,0,True,True,43,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Bank transfer (automatic),92.55,4039.0,No,0,37-48
7024-OHCCK,train,Female,1,False,False,2,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,93.85,170.85,Yes,1,0-12
2692-BUCFV,train,Male,1,False,False,29,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),101.45,2948.6,No,0,25-36
7861-UVUFT,train,Female,0,True,False,15,True,False,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,84.3,1308.4,Yes,1,13-24
1830-GGFNM,train,Male,0,True,True,65,True,True,Fiber optic,True,True,True,True,False,False,Two year,False,Credit card (automatic),94.55,6078.75,No,0,61-72
5302-BDJNT,train,Male,0,False,False,35,True,True,Fiber optic,False,False,True,True,True,False,Month-to-month,False,Electronic check,95.5,3418.2,No,0,25-36
5223-UZAVK,train,Male,0,False,False,64,True,False,Fiber optic,True,True,False,False,True,True,One year,True,Credit card (automatic),100.3,6603.8,No,0,61-72
4859-ZSRDZ,train,Female,0,True,True,58,False,No,DSL,False,False,True,True,True,True,Two year,True,Credit card (automatic),55.5,3166.9,No,0,49-60
5651-WYIPH,train,Female,1,False,False,18,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Credit card (automatic),49.85,865.75,No,0,13-24
9350-VLHMB,train,Male,0,True,True,67,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Bank transfer (automatic),89.55,6373.1,No,0,61-72
3498-LZGQZ,train,Male,0,True,True,63,True,False,No,No,No,No,No,No,No,Two year,True,Mailed check,19.15,1177.05,No,0,61-72
8785-CJSHH,train,Female,0,True,False,60,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,99.8,5985.75,No,0,49-60
5357-TZHPP,train,Male,1,False,False,9,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Credit card (automatic),84.4,732.5,Yes,1,0-12
3870-SPZSI,train,Female,0,True,True,70,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),113.05,7869.05,No,0,61-72
0680-DFNNY,train,Male,0,True,False,15,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,101.1,1504.05,Yes,1,13-24
7560-QRBXH,train,Female,0,False,True,48,True,False,No,No,No,No,No,No,No,One year,False,Mailed check,19.95,936.7,No,0,37-48
7077-XJMET,train,Male,0,True,False,12,True,False,DSL,False,False,True,True,True,True,Month-to-month,True,Electronic check,74.15,741.4,No,0,0-12
8752-GHJFU,train,Male,1,True,False,71,True,True,Fiber optic,True,True,True,True,False,False,One year,True,Electronic check,92.0,6585.2,No,0,61-72
6896-SRVYQ,train,Male,1,False,False,44,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Electronic check,73.85,3122.4,No,0,37-48
7767-UXAGJ,train,Male,0,False,False,1,True,True,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,50.45,50.45,Yes,1,0-12
4652-ODEVH,train,Male,0,True,True,45,True,True,No,No,No,No,No,No,No,Two year,False,Mailed check,24.45,1088.25,No,0,37-48
6510-UPNKS,train,Female,0,False,False,23,True,True,No,No,No,No,No,No,No,One year,False,Credit card (automatic),24.8,615.35,No,0,13-24
6718-BDGHG,train,Female,0,True,False,43,True,True,DSL,False,False,False,True,True,False,One year,True,Bank transfer (automatic),64.85,2908.2,No,0,37-48
9046-DQMTP,train,Male,0,False,False,35,True,False,No,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),20.75,739.9,No,0,25-36
6439-LAJXL,train,Male,0,True,False,9,True,False,DSL,True,True,False,True,True,False,Month-to-month,True,Mailed check,68.95,593.85,No,0,0-12
1571-SAVHK,train,Male,0,False,False,12,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Mailed check,99.95,1132.75,Yes,1,0-12
9052-VKDUW,train,Female,1,True,False,65,True,True,Fiber optic,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),109.4,7227.45,No,0,61-72
9546-CQJSU,train,Female,0,False,False,2,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,91.4,193.6,Yes,1,0-12
1666-JZPZT,train,Male,0,False,False,27,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,49.0,1291.35,No,0,25-36
5777-KJIRB,train,Female,0,False,False,40,True,False,DSL,False,False,True,False,False,False,One year,True,Mailed check,50.25,2023.55,No,0,37-48
0506-LVNGN,train,Female,1,False,False,5,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),75.55,349.65,Yes,1,0-12
7677-SJJJK,train,Male,0,True,True,8,True,False,No,No,No,No,No,No,No,One year,False,Credit card (automatic),19.9,153.95,No,0,0-12
2480-EJWYP,train,Female,1,True,False,58,True,True,Fiber optic,False,True,False,False,True,True,One year,True,Bank transfer (automatic),97.8,5458.8,No,0,49-60
3253-HKOKL,train,Female,0,True,True,52,True,False,Fiber optic,True,False,True,False,True,True,One year,False,Electronic check,100.3,5244.45,No,0,49-60
7055-HNEOJ,train,Male,0,True,False,3,True,False,DSL,False,False,True,True,False,False,Month-to-month,True,Mailed check,55.8,154.55,No,0,0-12
5514-YQENT,train,Male,0,False,True,41,True,False,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,111.15,4507.15,No,0,37-48
3211-AAPKX,train,Male,0,False,False,20,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Mailed check,98.55,2031.95,No,0,13-24
8445-DNBAE,train,Male,0,False,True,1,True,True,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,50.05,50.05,No,0,0-12
2951-QOQTK,train,Male,0,False,True,4,True,True,Fiber optic,False,False,False,True,False,False,Month-to-month,False,Credit card (automatic),80.8,332.45,Yes,1,0-12
2958-NHPPS,train,Male,0,False,False,23,True,False,No,No,No,No,No,No,No,Month-to-month,False,Electronic check,20.85,473.9,No,0,13-24
6806-YDEUL,train,Female,1,False,False,6,True,False,No,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),19.5,106.8,No,0,0-12
1735-XMJVH,train,Male,0,True,True,8,True,False,No,No,No,No,No,No,No,Month-to-month,True,Mailed check,19.35,152.6,No,0,0-12
6890-PFRQX,train,Male,0,False,False,18,True,True,DSL,True,False,True,False,True,False,Month-to-month,False,Mailed check,69.5,1199.4,No,0,13-24
0222-CNVPT,train,Male,1,False,False,52,False,No,DSL,True,False,False,False,True,True,Month-to-month,True,Credit card (automatic),48.8,2555.05,No,0,49-60
5899-OUVKV,train,Male,0,False,False,31,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,94.5,2979.2,No,0,25-36
8681-ICONS,train,Male,0,True,True,29,True,False,No,No,No,No,No,No,No,Month-to-month,True,Mailed check,20.65,654.85,No,0,25-36
1621-YNCJH,train,Female,0,True,False,36,True,True,Fiber optic,True,True,True,True,False,True,Two year,True,Credit card (automatic),106.05,3834.4,No,0,25-36
3473-XIIIT,train,Female,0,True,False,16,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,100.0,1534.75,Yes,1,13-24
6362-QHAFM,train,Male,0,True,False,42,True,True,Fiber optic,False,False,True,True,True,True,One year,True,Electronic check,108.3,4586.15,No,0,37-48
7893-IXHRQ,train,Male,0,False,False,1,True,False,No,No,No,No,No,No,No,Month-to-month,False,Electronic check,20.55,20.55,Yes,1,0-12
3070-BDOQC,train,Female,0,False,False,60,True,False,Fiber optic,False,True,True,False,True,True,Two year,True,Electronic check,99.65,5941.05,No,0,49-60
2952-QAYZF,train,Male,0,False,False,5,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,85.3,424.15,Yes,1,0-12
6234-PFPXL,train,Male,0,True,False,22,True,True,Fiber optic,True,False,False,True,True,False,Month-to-month,False,Credit card (automatic),95.9,2234.95,No,0,13-24
9824-QCJPK,train,Male,0,True,False,36,True,False,No,No,No,No,No,No,No,One year,False,Mailed check,20.0,666.75,No,0,25-36
4763-PGDPO,train,Female,0,False,False,4,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,70.4,281.0,Yes,1,0-12
4283-IVYCI,train,Male,0,False,False,9,True,False,DSL,True,False,False,True,False,True,Month-to-month,False,Mailed check,64.95,547.8,No,0,0-12
1866-OBPNR,train,Male,0,True,True,1,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,False,Credit card (automatic),74.6,74.6,No,0,0-12
8205-MQUGY,train,Male,0,True,True,12,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,49.2,571.15,No,0,0-12
8970-ANWXO,train,Female,0,False,False,23,True,True,DSL,False,False,False,True,True,True,One year,True,Mailed check,73.75,1756.6,No,0,13-24
9480-BQJEI,train,Male,0,False,False,62,True,True,Fiber optic,True,True,False,False,False,True,One year,True,Bank transfer (automatic),92.3,5731.45,No,0,61-72
5394-SVGJV,train,Male,0,False,False,37,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,False,Bank transfer (automatic),98.8,3475.55,Yes,1,37-48
6979-TNDEU,train,Female,0,False,False,8,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,19.2,156.85,No,0,0-12
9777-WJJPR,train,Male,0,True,False,31,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,False,Credit card (automatic),88.65,2683.2,No,0,25-36
9283-LZQOH,train,Male,0,True,True,13,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),74.4,896.75,Yes,1,13-24
7079-QRCBC,train,Female,0,False,False,24,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,98.75,2407.3,Yes,1,13-24
9495-SKLKD,train,Male,0,True,True,45,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Bank transfer (automatic),95.95,4456.65,No,0,37-48
6048-UWKAL,train,Female,1,True,False,69,True,True,Fiber optic,False,True,False,True,True,True,Two year,False,Credit card (automatic),105.4,6998.95,No,0,61-72
5067-DGXLL,train,Male,0,False,False,2,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,20.25,36.8,No,0,0-12
5469-CTCWN,train,Male,0,True,True,61,True,True,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,106.0,6547.7,Yes,1,61-72
9851-QXEEQ,train,Male,0,False,False,41,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,104.7,4346.4,Yes,1,37-48
6281-FKEWS,train,Female,0,False,False,44,False,No,DSL,False,False,True,False,True,True,One year,True,Electronic check,49.05,2265.0,No,0,37-48
8898-KASCD,train,Male,0,False,False,39,False,No,DSL,False,False,True,True,False,False,One year,False,Mailed check,35.55,1309.15,No,0,37-48
9242-TKFSV,train,Male,0,True,True,72,False,No,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),65.1,4754.3,No,0,61-72
9290-SHCMB,train,Female,1,False,False,13,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,96.85,1235.55,No,0,13-24
0743-HNPFG,train,Female,0,True,True,51,True,False,DSL,True,True,False,True,False,True,One year,True,Credit card (automatic),69.75,3562.5,No,0,49-60
2277-BKJKN,train,Female,1,True,False,71,True,False,Fiber optic,False,True,True,False,True,True,Two year,True,Electronic check,99.2,7213.75,No,0,61-72
9809-IMGCQ,train,Male,1,False,False,22,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,96.7,2082.95,Yes,1,13-24
5208-HFSBT,train,Female,0,False,False,2,True,False,DSL,False,True,False,True,False,False,Month-to-month,True,Credit card (automatic),55.05,102.75,Yes,1,0-12
5035-PGZXH,train,Female,0,False,False,56,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,106.8,5914.4,No,0,49-60
8695-WDYEA,train,Male,0,False,False,1,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Mailed check,51.25,51.25,No,0,0-12
6543-JXSOO,train,Female,0,True,True,23,True,False,DSL,True,True,False,True,False,False,One year,True,Mailed check,57.75,1282.85,No,0,13-24
8016-ZMGMO,train,Female,1,True,False,66,True,True,DSL,False,True,True,False,True,False,One year,True,Bank transfer (automatic),70.85,4738.85,No,0,61-72
8605-ITULD,train,Female,0,False,False,1,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,19.55,19.55,No,0,0-12
3254-YRILK,train,Male,1,False,False,19,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,88.2,1775.8,Yes,1,13-24
6416-YJTTB,train,Male,0,False,False,11,True,False,Fiber optic,True,False,True,False,False,False,Month-to-month,True,Bank transfer (automatic),79.5,795.65,No,0,0-12
2667-WYLWJ,train,Female,0,True,True,8,True,False,No,No,No,No,No,No,No,One year,True,Mailed check,19.75,145.0,Yes,1,0-12
4472-VESGY,train,Female,0,True,True,52,True,True,Fiber optic,True,True,True,False,False,True,Month-to-month,False,Bank transfer (automatic),98.15,4993.4,No,0,49-60
3195-TQDZX,train,Male,0,False,False,3,True,False,No,No,No,No,No,No,No,Month-to-month,True,Electronic check,20.25,61.45,No,0,0-12
3128-YOVTD,train,Female,0,True,True,51,True,False,Fiber optic,True,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),79.15,4018.55,No,0,49-60
0529-ONKER,train,Male,1,False,False,15,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,75.65,1146.65,Yes,1,13-24
1728-CXQBE,train,Male,1,True,False,64,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Electronic check,94.25,6081.4,No,0,61-72
7041-TXQJH,train,Female,0,False,False,37,False,No,DSL,False,False,True,False,False,True,Month-to-month,True,Credit card (automatic),40.2,1478.85,No,0,37-48
5014-GSOUQ,train,Male,0,False,False,13,True,False,No,No,No,No,No,No,No,Two year,False,Mailed check,19.95,243.65,No,0,13-24
5724-BIDBU,train,Male,0,True,False,49,True,True,DSL,True,False,False,False,False,False,One year,True,Electronic check,55.35,2633.95,No,0,49-60
0481-SUMCB,train,Female,1,False,False,45,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Bank transfer (automatic),102.15,4735.35,No,0,37-48
1769-GRUIK,train,Female,0,False,False,18,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,71.1,1247.75,No,0,13-24
5240-IJOQT,train,Male,1,False,False,1,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.7,74.7,Yes,1,0-12
8819-WFGGJ,train,Male,0,True,False,68,False,No,DSL,True,False,True,False,True,True,Two year,True,Bank transfer (automatic),54.1,3794.5,No,0,61-72
7427-AUFPY,train,Male,0,False,False,54,True,False,No,No,No,No,No,No,No,Two year,False,Credit card (automatic),19.65,1008.7,No,0,49-60
2811-POVEX,train,Female,1,True,True,23,True,False,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Bank transfer (automatic),88.45,2130.55,No,0,13-24
1092-GANHU,train,Male,0,False,False,17,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,76.65,1313.55,Yes,1,13-24
7898-PDWQE,train,Male,0,True,False,71,True,True,DSL,True,True,True,True,False,True,Two year,False,Credit card (automatic),80.4,5727.15,No,0,61-72
9972-EWRJS,train,Female,0,True,True,67,True,False,No,No,No,No,No,No,No,Two year,True,Bank transfer (automatic),19.25,1372.9,No,0,61-72
9314-IJWSQ,train,Female,0,True,True,14,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,84.8,1203.9,No,0,13-24
0661-XEYAN,train,Female,1,False,False,1,False,No,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,25.8,25.8,Yes,1,0-12
5799-JRCZO,train,Female,0,False,True,63,True,False,No,No,No,No,No,No,No,Two year,False,Credit card (automatic),19.5,1215.1,No,0,61-72
1921-KYSAY,train,Female,0,False,False,41,True,True,DSL,False,False,True,True,False,True,One year,True,Electronic check,68.6,2877.05,No,0,37-48
6198-RTPMF,train,Female,0,True,False,17,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,92.6,1579.7,No,0,13-24
2924-KHUVI,train,Male,0,True,False,56,True,True,Fiber optic,True,False,False,False,True,True,One year,True,Electronic check,100.55,5514.95,No,0,49-60
1925-GMVBW,train,Female,0,False,False,5,True,False,No,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),20.55,96.1,No,0,0-12
7881-EVUAD,train,Female,0,False,False,2,False,No,DSL,True,True,False,False,False,True,Month-to-month,True,Electronic check,42.6,72.4,Yes,1,0-12
6184-DYUOB,train,Female,0,True,False,3,True,False,No,No,No,No,No,No,No,Month-to-month,True,Mailed check,19.6,55.25,No,0,0-12
9207-ZPANB,train,Male,0,False,False,37,True,True,DSL,True,True,True,True,False,False,One year,False,Electronic check,67.45,2443.3,No,0,37-48
5766-XQXMQ,train,Female,0,False,False,29,True,False,DSL,True,True,True,False,False,True,Month-to-month,True,Bank transfer (automatic),68.85,1970.5,Yes,1,25-36
9327-QSDED,train,Male,0,False,False,8,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,43.55,335.4,No,0,0-12
1656-DRSMG,train,Female,0,False,False,63,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Credit card (automatic),109.85,7002.95,No,0,61-72
3012-VFFMN,train,Female,0,True,True,7,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,20.65,158.95,No,0,0-12
2984-AFWNC,train,Female,0,False,False,3,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,False,Electronic check,95.4,293.15,No,0,0-12
0640-YJTPY,train,Male,0,True,True,72,True,False,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),21.0,1493.75,No,0,61-72
8096-LOIST,train,Female,0,False,False,19,True,False,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,56.2,1093.4,No,0,13-24
9764-REAFF,train,Female,0,True,False,59,True,False,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),18.4,1057.85,No,0,49-60
3703-VAVCL,train,Male,0,True,True,2,True,False,Fiber optic,False,False,True,True,False,True,Month-to-month,False,Credit card (automatic),90.0,190.05,Yes,1,0-12
7107-UBYKY,train,Female,0,True,True,35,True,True,No,No,No,No,No,No,No,Month-to-month,True,Electronic check,25.75,882.55,No,0,25-36
4881-GQJTW,train,Male,0,False,False,14,True,False,No,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),19.6,300.4,No,0,13-24
8519-QJGJD,train,Female,0,False,False,14,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Electronic check,75.35,1025.95,Yes,1,13-24
7876-DNYAP,train,Female,0,True,True,69,True,False,No,No,No,No,No,No,No,Two year,False,Credit card (automatic),19.8,1436.95,No,0,61-72
7905-NJMXS,train,Male,1,True,False,7,True,True,DSL,True,True,False,True,False,False,Month-to-month,False,Electronic check,64.2,475.0,No,0,0-12
2882-WDTBA,train,Male,0,True,True,69,True,False,DSL,True,True,True,True,True,False,Two year,True,Bank transfer (automatic),75.75,5388.15,No,0,61-72
2091-GPPIQ,train,Female,0,True,True,72,True,True,DSL,False,True,False,True,True,True,Two year,True,Electronic check,78.95,5730.15,No,0,61-72
6326-MTTXK,train,Male,0,False,False,8,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,False,Electronic check,100.85,819.55,Yes,1,0-12
5071-FBJFS,train,Female,0,True,True,4,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Electronic check,50.3,217.1,No,0,0-12
2796-UUZZO,train,Male,0,True,True,63,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Credit card (automatic),80.3,4896.35,No,0,61-72
2429-AYKKO,train,Male,0,False,False,72,True,False,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),19.85,1434.1,No,0,61-72
9798-OPFEM,train,Female,0,False,False,46,True,False,No,No,No,No,No,No,No,Two year,True,Electronic check,21.1,937.1,No,0,37-48
0330-IVZHA,train,Female,0,True,False,5,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,69.95,330.15,Yes,1,0-12
3794-NFNCH,train,Male,0,True,False,30,True,False,DSL,False,False,True,False,False,False,Month-to-month,True,Mailed check,50.0,1474.9,No,0,25-36
5193-QLVZB,train,Male,0,False,False,63,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),104.75,6536.5,No,0,61-72
7114-AEOZE,train,Female,0,False,False,60,True,False,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),19.85,1128.1,No,0,49-60
2886-KEFUM,train,Female,0,True,False,63,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,107.5,6873.75,Yes,1,61-72
5522-NYKPB,train,Male,0,True,True,25,True,False,Fiber optic,False,False,False,True,True,False,Month-to-month,False,Electronic check,85.9,2199.05,No,0,25-36
4237-RLAQD,train,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.85,45.85,Yes,1,0-12
9957-YODKZ,train,Male,1,True,False,6,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,80.8,457.1,No,0,0-12
6518-KZXCB,train,Male,0,False,False,22,True,True,No,No,No,No,No,No,No,Two year,False,Mailed check,25.25,566.5,No,0,13-24
2245-ADZFJ,train,Female,0,True,True,31,True,True,DSL,False,True,False,True,True,True,Two year,False,Bank transfer (automatic),80.55,2471.6,No,0,25-36
7776-QGYJC,train,Female,0,True,True,39,True,False,Fiber optic,False,False,True,True,False,False,Month-to-month,True,Bank transfer (automatic),81.5,3107.3,No,0,37-48
9313-QOLTZ,train,Male,0,False,False,26,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,20.9,518.3,No,0,25-36
9651-GTSAQ,train,Female,0,True,False,53,True,False,Fiber optic,True,True,True,False,True,True,One year,True,Bank transfer (automatic),106.1,5769.75,Yes,1,49-60
3186-BAXNB,train,Female,0,False,False,1,True,False,Fiber optic,False,True,False,True,True,False,Month-to-month,False,Electronic check,91.7,91.7,Yes,1,0-12
4672-FOTSD,train,Male,0,False,False,12,True,True,DSL,True,True,False,True,False,False,Month-to-month,True,Electronic check,67.25,832.3,No,0,0-12
0637-YLETY,train,Female,0,False,False,16,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Credit card (automatic),95.6,1555.65,Yes,1,13-24
9818-XQCUV,train,Female,0,False,False,2,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,20.35,45.3,No,0,0-12
7338-ERIVA,train,Male,0,False,True,39,False,No,DSL,True,False,False,True,True,False,One year,False,Bank transfer (automatic),45.05,1790.6,No,0,37-48
1157-BQCUW,train,Male,0,False,False,1,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.95,74.95,Yes,1,0-12
8259-NFJTV,train,Female,0,True,True,7,False,No,DSL,True,False,False,True,False,False,Month-to-month,False,Mailed check,34.65,246.6,No,0,0-12
3223-DWFIO,train,Male,1,False,False,4,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,69.35,261.65,No,0,0-12
2660-EMUBI,train,Male,1,False,False,10,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.35,898.35,Yes,1,0-12
6968-GMKPR,train,Female,0,False,False,55,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,81.55,4509.5,No,0,49-60
4751-ERMAN,train,Male,0,True,True,72,True,False,DSL,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),75.4,5480.25,No,0,61-72
1436-ZMJAN,train,Female,0,True,False,10,True,False,DSL,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),67.8,653.15,No,0,0-12
3292-PBZEJ,train,Male,1,False,False,11,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,111.4,1183.05,No,0,0-12
0799-DDIHE,train,Female,0,True,True,15,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,46.3,639.45,No,0,13-24
3070-FNFZQ,train,Female,0,True,True,23,True,False,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),20.4,478.75,No,0,13-24
2812-SFXMJ,train,Male,0,False,True,1,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,20.05,20.05,No,0,0-12
7675-OZCZG,train,Female,1,False,False,3,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,45.0,127.1,Yes,1,0-12
5014-WUQMG,train,Male,0,True,True,47,True,False,Fiber optic,True,True,True,False,False,True,One year,True,Electronic check,96.1,4391.45,No,0,37-48
5312-TSZVC,train,Female,0,False,True,15,True,False,No,No,No,No,No,No,No,One year,False,Mailed check,19.65,270.6,No,0,13-24
2003-CKLOR,train,Male,0,False,False,66,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,False,Electronic check,99.5,6710.5,Yes,1,61-72
0993-OSGPT,train,Female,1,True,False,68,True,False,DSL,False,True,True,True,False,False,One year,True,Bank transfer (automatic),60.65,3975.9,No,0,61-72
9254-RBFON,train,Female,0,True,True,17,True,False,Fiber optic,False,False,True,True,True,True,One year,False,Bank transfer (automatic),98.6,1704.95,Yes,1,13-24
1205-WNWPJ,train,Female,0,False,False,7,True,False,DSL,False,False,False,True,True,False,Month-to-month,True,Mailed check,59.5,415.95,Yes,1,0-12
9391-EOYLI,train,Male,1,True,False,12,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,80.45,950.2,Yes,1,0-12
7108-DGVUU,train,Female,1,True,False,21,True,True,DSL,False,True,True,False,False,True,One year,False,Bank transfer (automatic),71.7,1497.05,No,0,13-24
2782-JEEBU,train,Male,0,False,False,21,False,No,DSL,False,True,False,True,False,False,Month-to-month,True,Mailed check,36.0,780.15,No,0,13-24
5127-BZENZ,train,Female,0,True,True,56,True,True,DSL,True,False,False,False,True,False,One year,False,Bank transfer (automatic),65.2,3512.15,No,0,49-60
2720-FVBQP,train,Female,0,True,True,6,True,True,DSL,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),48.95,273.25,No,0,0-12
9906-NHHVC,train,Female,1,False,False,65,False,No,DSL,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),53.5,3517.9,No,0,61-72
4522-XRWWI,train,Male,0,True,False,42,True,True,DSL,True,False,False,True,True,True,One year,False,Credit card (automatic),80.45,3375.9,No,0,37-48
3766-EJLFL,train,Female,0,True,True,68,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Bank transfer (automatic),109.05,7508.55,No,0,61-72
5939-SXWHM,train,Male,0,True,True,48,True,True,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),26.3,1245.05,No,0,37-48
